,primary_key,Customer_ID,Product_ID,Month,Customer_name,Product_family,Customer_Cohort_Year,Customer_Tenure,Dimension1,Dimension2,Dimension3,Value type,Value yearly,year
1307,23,CUST-00015,PROD-0005,2024-08-01,,,2024,5,Canada,North America,SMB,Upsell,892.5500000000011,2024
1308,23,CUST-00015,PROD-0005,2024-09-01,,,2024,6,Canada,North America,SMB,Upsell,170.70999999999913,2024
1312,24,CUST-00015,PROD-0004,2024-04-01,,,2024,1,Canada,North America,SMB,Upsell,879.5699999999997,2024
1314,24,CUST-00015,PROD-0004,2024-06-01,,,2024,3,Canada,North America,SMB,Upsell,1463.7799999999988,2024
1317,25,CUST-00016,PROD-0006,2024-02-01,,,2024,1,France,Europe,Enterprise,Upsell,25422.569999999978,2024
1320,25,CUST-00016,PROD-0006,2024-05-01,,,2024,4,France,Europe,Enterprise,Upsell,22848.74000000002,2024
1325,26,CUST-00016,PROD-0007,2024-03-01,,,2024,2,France,Europe,Enterprise,Upsell,14366.440000000002,2024
1328,26,CUST-00016,PROD-0007,2024-06-01,,,2024,5,France,Europe,Enterprise,Upsell,9399.440000000002,2024
1330,26,CUST-00016,PROD-0007,2024-08-01,,,2024,7,France,Europe,Enterprise,Upsell,22299.360000000015,2024
1332,26,CUST-00016,PROD-0007,2024-10-01,,,2024,9,France,Europe,Enterprise,Upsell,45372.619999999995,2024
1334,26,CUST-00016,PROD-0007,2024-12-01,,,2024,11,France,Europe,Enterprise,Upsell,8887.959999999992,2024
1337,27,CUST-00016,PROD-0009,2024-02-01,,,2024,1,France,Europe,Enterprise,Upsell,28403.079999999958,2024
1338,27,CUST-00016,PROD-0009,2024-03-01,,,2024,2,France,Europe,Enterprise,Upsell,35836.70000000001,2024
1342,28,CUST-00017,PROD-0005,2024-12-01,,,2024,1,France,Europe,SMB,Upsell,954.6499999999987,2024
1348,29,CUST-00017,PROD-0009,2025-02-01,,,2024,3,France,Europe,SMB,Upsell,835.3199999999997,2025
1350,29,CUST-00017,PROD-0009,2025-04-01,,,2024,5,France,Europe,SMB,Upsell,651.5200000000004,2025
1352,29,CUST-00017,PROD-0009,2025-06-01,,,2024,7,France,Europe,SMB,Upsell,697.5799999999999,2025
1361,30,CUST-00018,PROD-0010,2025-02-01,,,2024,6,France,Europe,Enterprise,Upsell,8853.48000000001,2025
1362,30,CUST-00018,PROD-0010,2025-03-01,,,2024,7,France,Europe,Enterprise,Upsell,9250.199999999983,2025
1363,30,CUST-00018,PROD-0010,2025-04-01,,,2024,8,France,Europe,Enterprise,Upsell,15046.589999999997,2025
1365,30,CUST-00018,PROD-0010,2025-06-01,,,2024,10,France,Europe,Enterprise,Upsell,13721.540000000008,2025
1366,30,CUST-00018,PROD-0010,2025-07-01,,,2024,11,France,Europe,Enterprise,Upsell,8648.919999999984,2025
1369,31,CUST-00018,PROD-0008,2024-09-01,,,2024,1,France,Europe,Enterprise,Upsell,9302.349999999977,2024
1373,31,CUST-00018,PROD-0008,2025-01-01,,,2024,5,France,Europe,Enterprise,Upsell,21285.929999999993,2025
1377,32,CUST-00019,PROD-0007,2024-03-01,,,2024,2,Canada,North America,Startup,Upsell,420.0999999999999,2024
1378,32,CUST-00019,PROD-0007,2024-04-01,,,2024,3,Canada,North America,Startup,Upsell,10.75,2024
1380,32,CUST-00019,PROD-0007,2024-06-01,,,2024,5,Canada,North America,Startup,Upsell,179.5300000000002,2024
1382,32,CUST-00019,PROD-0007,2024-08-01,,,2024,7,Canada,North America,Startup,Upsell,440.75999999999976,2024
1387,33,CUST-00020,PROD-0009,2024-03-01,,,2024,2,Germany,Europe,SMB,Upsell,765.8799999999992,2024
1390,0,CUST-00001,PROD-0008,2024-01-01,,,2024,0,UK,Europe,Enterprise,New Customers,106054.73,2024
1401,1,CUST-00002,PROD-0002,2024-01-01,,,2024,0,France,Europe,Mid-Market,New Customers,80021.66,2024
1407,2,CUST-00003,PROD-0002,2024-11-01,,,2024,0,UK,Europe,Enterprise,New Customers,393486.59,2024
1419,3,CUST-00003,PROD-0005,2024-11-01,,,2024,0,UK,Europe,Enterprise,New Customers,177046.19,2024
1432,4,CUST-00003,PROD-0001,2024-11-01,,,2024,0,UK,Europe,Enterprise,New Customers,169626.87,2024
1437,5,CUST-00004,PROD-0003,2024-01-01,,,2024,0,Japan,APAC,Enterprise,New Customers,124995.14,2024
1449,6,CUST-00005,PROD-0002,2024-04-01,,,2024,0,UK,Europe,Mid-Market,New Customers,41141.72,2024
1454,7,CUST-00005,PROD-0004,2024-04-01,,,2024,0,UK,Europe,Mid-Market,New Customers,33086.32,2024
1458,8,CUST-00006,PROD-0005,2024-01-01,,,2024,0,USA,North America,Mid-Market,New Customers,61145.67,2024
1465,9,CUST-00007,PROD-0002,2024-01-01,,,2024,0,Japan,APAC,Mid-Market,New Customers,47804.71,2024
1474,10,CUST-00008,PROD-0004,2024-01-01,,,2024,0,Canada,North America,Enterprise,New Customers,247940.87,2024
1486,11,CUST-00009,PROD-0003,2024-01-01,,,2024,0,Japan,APAC,SMB,New Customers,13468.06,2024
1497,12,CUST-00010,PROD-0008,2024-10-01,,,2024,0,Germany,Europe,Mid-Market,New Customers,98722.85,2024
1504,13,CUST-00010,PROD-0003,2024-10-01,,,2024,0,Germany,Europe,Mid-Market,New Customers,26396.25,2024
1516,14,CUST-00010,PROD-0004,2024-10-01,,,2024,0,Germany,Europe,Mid-Market,New Customers,70065.85,2024
1526,15,CUST-00011,PROD-0001,2024-01-01,,,2024,0,UK,Europe,Enterprise,New Customers,548845.14,2024
1539,16,CUST-00012,PROD-0005,2024-04-01,,,2024,0,UK,Europe,SMB,New Customers,8340.44,2024
1543,17,CUST-00012,PROD-0009,2024-04-01,,,2024,0,UK,Europe,SMB,New Customers,7919.84,2024
1549,18,CUST-00012,PROD-0001,2024-04-01,,,2024,0,UK,Europe,SMB,New Customers,6044.37,2024
1558,19,CUST-00013,PROD-0007,2024-09-01,,,2024,0,Canada,North America,Enterprise,New Customers,432590.44,2024
1562,20,CUST-00013,PROD-0009,2024-09-01,,,2024,0,Canada,North America,Enterprise,New Customers,109274.82,2024
1566,21,CUST-00014,PROD-0006,2024-06-01,,,2024,0,UK,Europe,Startup,New Customers,7212.66,2024
1573,22,CUST-00014,PROD-0001,2024-06-01,,,2024,0,UK,Europe,Startup,New Customers,9543.66,2024
1580,23,CUST-00015,PROD-0005,2024-03-01,,,2024,0,Canada,North America,SMB,New Customers,8816.31,2024
1589,24,CUST-00015,PROD-0004,2024-03-01,,,2024,0,Canada,North America,SMB,New Customers,9241.75,2024
1594,25,CUST-00016,PROD-0006,2024-01-01,,,2024,0,France,Europe,Enterprise,New Customers,195503.17,2024
1601,26,CUST-00016,PROD-0007,2024-01-01,,,2024,0,France,Europe,Enterprise,New Customers,256777.71,2024
1614,27,CUST-00016,PROD-0009,2024-01-01,,,2024,0,France,Europe,Enterprise,New Customers,423431.33,2024
1619,28,CUST-00017,PROD-0005,2024-11-01,,,2024,0,France,Europe,SMB,New Customers,7812.31,2024
1623,29,CUST-00017,PROD-0009,2024-11-01,,,2024,0,France,Europe,SMB,New Customers,9176.6,2024
1633,30,CUST-00018,PROD-0010,2024-08-01,,,2024,0,France,Europe,Enterprise,New Customers,213624.81,2024
1646,31,CUST-00018,PROD-0008,2024-08-01,,,2024,0,France,Europe,Enterprise,New Customers,296479.14,2024
1653,32,CUST-00019,PROD-0007,2024-01-01,,,2024,0,Canada,North America,Startup,New Customers,2905.8,2024
1663,33,CUST-00020,PROD-0009,2024-01-01,,,2024,0,Germany,Europe,SMB,New Customers,12675.78,2024
1946,0,CUST-00001,PROD-0008,2024-01-01,,,2024,0,UK,Europe,Enterprise,EoP ARR,106054.73,2024
1947,0,CUST-00001,PROD-0008,2024-02-01,,,2024,1,UK,Europe,Enterprise,EoP ARR,119892.28,2024
1948,0,CUST-00001,PROD-0008,2024-03-01,,,2024,2,UK,Europe,Enterprise,EoP ARR,115183.18,2024
1949,0,CUST-00001,PROD-0008,2024-04-01,,,2024,3,UK,Europe,Enterprise,EoP ARR,119938.57,2024
1950,0,CUST-00001,PROD-0008,2024-05-01,,,2024,4,UK,Europe,Enterprise,EoP ARR,112656.32,2024
1951,0,CUST-00001,PROD-0008,2024-06-01,,,2024,5,UK,Europe,Enterprise,EoP ARR,116201.65,2024
1952,0,CUST-00001,PROD-0008,2024-07-01,,,2024,6,UK,Europe,Enterprise,EoP ARR,111137.67,2024
1953,0,CUST-00001,PROD-0008,2024-08-01,,,2024,7,UK,Europe,Enterprise,EoP ARR,125660.31,2024
1954,0,CUST-00001,PROD-0008,2024-09-01,,,2024,8,UK,Europe,Enterprise,EoP ARR,106025.04,2024
1955,0,CUST-00001,PROD-0008,2024-10-01,,,2024,9,UK,Europe,Enterprise,EoP ARR,114144.0,2024
1957,1,CUST-00002,PROD-0002,2024-01-01,,,2024,0,France,Europe,Mid-Market,EoP ARR,80021.66,2024
1958,1,CUST-00002,PROD-0002,2024-02-01,,,2024,1,France,Europe,Mid-Market,EoP ARR,74191.23,2024
1959,1,CUST-00002,PROD-0002,2024-03-01,,,2024,2,France,Europe,Mid-Market,EoP ARR,79362.58,2024
1960,1,CUST-00002,PROD-0002,2024-04-01,,,2024,3,France,Europe,Mid-Market,EoP ARR,89352.8,2024
1961,1,CUST-00002,PROD-0002,2024-05-01,,,2024,4,France,Europe,Mid-Market,EoP ARR,81760.47,2024
1963,2,CUST-00003,PROD-0002,2024-11-01,,,2024,0,UK,Europe,Enterprise,EoP ARR,393486.59,2024
1964,2,CUST-00003,PROD-0002,2024-12-01,,,2024,1,UK,Europe,Enterprise,EoP ARR,361956.09,2024
1965,2,CUST-00003,PROD-0002,2025-01-01,,,2024,2,UK,Europe,Enterprise,EoP ARR,402728.65,2025
1966,2,CUST-00003,PROD-0002,2025-02-01,,,2024,3,UK,Europe,Enterprise,EoP ARR,419730.2,2025
1967,2,CUST-00003,PROD-0002,2025-03-01,,,2024,4,UK,Europe,Enterprise,EoP ARR,393485.11,2025
1968,2,CUST-00003,PROD-0002,2025-04-01,,,2024,5,UK,Europe,Enterprise,EoP ARR,369224.45,2025
1969,2,CUST-00003,PROD-0002,2025-05-01,,,2024,6,UK,Europe,Enterprise,EoP ARR,382975.57,2025
1970,2,CUST-00003,PROD-0002,2025-06-01,,,2024,7,UK,Europe,Enterprise,EoP ARR,366288.66,2025
1971,2,CUST-00003,PROD-0002,2025-07-01,,,2024,8,UK,Europe,Enterprise,EoP ARR,428517.46,2025
1972,2,CUST-00003,PROD-0002,2025-08-01,,,2024,9,UK,Europe,Enterprise,EoP ARR,426076.42,2025
1973,2,CUST-00003,PROD-0002,2025-09-01,,,2024,10,UK,Europe,Enterprise,EoP ARR,425766.78,2025
1975,3,CUST-00003,PROD-0005,2024-11-01,,,2024,0,UK,Europe,Enterprise,EoP ARR,177046.19,2024
1976,3,CUST-00003,PROD-0005,2024-12-01,,,2024,1,UK,Europe,Enterprise,EoP ARR,212679.75,2024
1977,3,CUST-00003,PROD-0005,2025-01-01,,,2024,2,UK,Europe,Enterprise,EoP ARR,210706.29,2025
1978,3,CUST-00003,PROD-0005,2025-02-01,,,2024,3,UK,Europe,Enterprise,EoP ARR,208862.91,2025
1979,3,CUST-00003,PROD-0005,2025-03-01,,,2024,4,UK,Europe,Enterprise,EoP ARR,188329.78,2025
1980,3,CUST-00003,PROD-0005,2025-04-01,,,2024,5,UK,Europe,Enterprise,EoP ARR,178552.37,2025
1981,3,CUST-00003,PROD-0005,2025-05-01,,,2024,6,UK,Europe,Enterprise,EoP ARR,210678.39,2025
1982,3,CUST-00003,PROD-0005,2025-06-01,,,2024,7,UK,Europe,Enterprise,EoP ARR,213379.04,2025
1983,3,CUST-00003,PROD-0005,2025-07-01,,,2024,8,UK,Europe,Enterprise,EoP ARR,179638.6,2025
1984,3,CUST-00003,PROD-0005,2025-08-01,,,2024,9,UK,Europe,Enterprise,EoP ARR,195321.42,2025
1985,3,CUST-00003,PROD-0005,2025-09-01,,,2024,10,UK,Europe,Enterprise,EoP ARR,178994.54,2025
1986,3,CUST-00003,PROD-0005,2025-10-01,,,2024,11,UK,Europe,Enterprise,EoP ARR,206079.07,2025
1988,4,CUST-00003,PROD-0001,2024-11-01,,,2024,0,UK,Europe,Enterprise,EoP ARR,169626.87,2024
1989,4,CUST-00003,PROD-0001,2024-12-01,,,2024,1,UK,Europe,Enterprise,EoP ARR,163985.73,2024
1990,4,CUST-00003,PROD-0001,2025-01-01,,,2024,2,UK,Europe,Enterprise,EoP ARR,190162.54,2025
1991,4,CUST-00003,PROD-0001,2025-02-01,,,2024,3,UK,Europe,Enterprise,EoP ARR,190074.73,2025
1993,5,CUST-00004,PROD-0003,2024-01-01,,,2024,0,Japan,APAC,Enterprise,EoP ARR,124995.14,2024
1994,5,CUST-00004,PROD-0003,2024-02-01,,,2024,1,Japan,APAC,Enterprise,EoP ARR,126957.21,2024
1995,5,CUST-00004,PROD-0003,2024-03-01,,,2024,2,Japan,APAC,Enterprise,EoP ARR,135851.86,2024
1996,5,CUST-00004,PROD-0003,2024-04-01,,,2024,3,Japan,APAC,Enterprise,EoP ARR,134970.53,2024
1997,5,CUST-00004,PROD-0003,2024-05-01,,,2024,4,Japan,APAC,Enterprise,EoP ARR,130653.39,2024
1998,5,CUST-00004,PROD-0003,2024-06-01,,,2024,5,Japan,APAC,Enterprise,EoP ARR,129027.51,2024
1999,5,CUST-00004,PROD-0003,2024-07-01,,,2024,6,Japan,APAC,Enterprise,EoP ARR,129601.35,2024
2000,5,CUST-00004,PROD-0003,2024-08-01,,,2024,7,Japan,APAC,Enterprise,EoP ARR,121795.94,2024
2001,5,CUST-00004,PROD-0003,2024-09-01,,,2024,8,Japan,APAC,Enterprise,EoP ARR,128575.51,2024
2002,5,CUST-00004,PROD-0003,2024-10-01,,,2024,9,Japan,APAC,Enterprise,EoP ARR,121160.18,2024
2003,5,CUST-00004,PROD-0003,2024-11-01,,,2024,10,Japan,APAC,Enterprise,EoP ARR,134242.11,2024
2005,6,CUST-00005,PROD-0002,2024-04-01,,,2024,0,UK,Europe,Mid-Market,EoP ARR,41141.72,2024
2006,6,CUST-00005,PROD-0002,2024-05-01,,,2024,1,UK,Europe,Mid-Market,EoP ARR,38245.53,2024
2007,6,CUST-00005,PROD-0002,2024-06-01,,,2024,2,UK,Europe,Mid-Market,EoP ARR,38165.51,2024
2008,6,CUST-00005,PROD-0002,2024-07-01,,,2024,3,UK,Europe,Mid-Market,EoP ARR,36958.95,2024
2010,7,CUST-00005,PROD-0004,2024-04-01,,,2024,0,UK,Europe,Mid-Market,EoP ARR,33086.32,2024
2011,7,CUST-00005,PROD-0004,2024-05-01,,,2024,1,UK,Europe,Mid-Market,EoP ARR,32806.07,2024
2012,7,CUST-00005,PROD-0004,2024-06-01,,,2024,2,UK,Europe,Mid-Market,EoP ARR,27978.0,2024
2014,8,CUST-00006,PROD-0005,2024-01-01,,,2024,0,USA,North America,Mid-Market,EoP ARR,61145.67,2024
2015,8,CUST-00006,PROD-0005,2024-02-01,,,2024,1,USA,North America,Mid-Market,EoP ARR,63007.31,2024
2016,8,CUST-00006,PROD-0005,2024-03-01,,,2024,2,USA,North America,Mid-Market,EoP ARR,59423.2,2024
2017,8,CUST-00006,PROD-0005,2024-04-01,,,2024,3,USA,North America,Mid-Market,EoP ARR,55522.53,2024
2018,8,CUST-00006,PROD-0005,2024-05-01,,,2024,4,USA,North America,Mid-Market,EoP ARR,58214.67,2024
2019,8,CUST-00006,PROD-0005,2024-06-01,,,2024,5,USA,North America,Mid-Market,EoP ARR,57443.08,2024
2021,9,CUST-00007,PROD-0002,2024-01-01,,,2024,0,Japan,APAC,Mid-Market,EoP ARR,47804.71,2024
2022,9,CUST-00007,PROD-0002,2024-02-01,,,2024,1,Japan,APAC,Mid-Market,EoP ARR,50326.8,2024
2023,9,CUST-00007,PROD-0002,2024-03-01,,,2024,2,Japan,APAC,Mid-Market,EoP ARR,49790.61,2024
2024,9,CUST-00007,PROD-0002,2024-04-01,,,2024,3,Japan,APAC,Mid-Market,EoP ARR,52781.88,2024
2025,9,CUST-00007,PROD-0002,2024-05-01,,,2024,4,Japan,APAC,Mid-Market,EoP ARR,44257.08,2024
2026,9,CUST-00007,PROD-0002,2024-06-01,,,2024,5,Japan,APAC,Mid-Market,EoP ARR,47184.86,2024
2027,9,CUST-00007,PROD-0002,2024-07-01,,,2024,6,Japan,APAC,Mid-Market,EoP ARR,46575.46,2024
2028,9,CUST-00007,PROD-0002,2024-08-01,,,2024,7,Japan,APAC,Mid-Market,EoP ARR,51602.96,2024
2030,10,CUST-00008,PROD-0004,2024-01-01,,,2024,0,Canada,North America,Enterprise,EoP ARR,247940.87,2024
2031,10,CUST-00008,PROD-0004,2024-02-01,,,2024,1,Canada,North America,Enterprise,EoP ARR,240720.26,2024
2032,10,CUST-00008,PROD-0004,2024-03-01,,,2024,2,Canada,North America,Enterprise,EoP ARR,239272.54,2024
2033,10,CUST-00008,PROD-0004,2024-04-01,,,2024,3,Canada,North America,Enterprise,EoP ARR,273198.19,2024
2034,10,CUST-00008,PROD-0004,2024-05-01,,,2024,4,Canada,North America,Enterprise,EoP ARR,249011.3,2024
2035,10,CUST-00008,PROD-0004,2024-06-01,,,2024,5,Canada,North America,Enterprise,EoP ARR,270079.14,2024
2036,10,CUST-00008,PROD-0004,2024-07-01,,,2024,6,Canada,North America,Enterprise,EoP ARR,254411.25,2024
2037,10,CUST-00008,PROD-0004,2024-08-01,,,2024,7,Canada,North America,Enterprise,EoP ARR,229236.89,2024
2038,10,CUST-00008,PROD-0004,2024-09-01,,,2024,8,Canada,North America,Enterprise,EoP ARR,277027.56,2024
2039,10,CUST-00008,PROD-0004,2024-10-01,,,2024,9,Canada,North America,Enterprise,EoP ARR,268803.56,2024
2040,10,CUST-00008,PROD-0004,2024-11-01,,,2024,10,Canada,North America,Enterprise,EoP ARR,275501.89,2024
2042,11,CUST-00009,PROD-0003,2024-01-01,,,2024,0,Japan,APAC,SMB,EoP ARR,13468.06,2024
2043,11,CUST-00009,PROD-0003,2024-02-01,,,2024,1,Japan,APAC,SMB,EoP ARR,13562.94,2024
2044,11,CUST-00009,PROD-0003,2024-03-01,,,2024,2,Japan,APAC,SMB,EoP ARR,11710.67,2024
2045,11,CUST-00009,PROD-0003,2024-04-01,,,2024,3,Japan,APAC,SMB,EoP ARR,11302.75,2024
2046,11,CUST-00009,PROD-0003,2024-05-01,,,2024,4,Japan,APAC,SMB,EoP ARR,12277.5,2024
2047,11,CUST-00009,PROD-0003,2024-06-01,,,2024,5,Japan,APAC,SMB,EoP ARR,13623.38,2024
2048,11,CUST-00009,PROD-0003,2024-07-01,,,2024,6,Japan,APAC,SMB,EoP ARR,13268.43,2024
2049,11,CUST-00009,PROD-0003,2024-08-01,,,2024,7,Japan,APAC,SMB,EoP ARR,12013.47,2024
2050,11,CUST-00009,PROD-0003,2024-09-01,,,2024,8,Japan,APAC,SMB,EoP ARR,13046.15,2024
2051,11,CUST-00009,PROD-0003,2024-10-01,,,2024,9,Japan,APAC,SMB,EoP ARR,13131.29,2024
2053,12,CUST-00010,PROD-0008,2024-10-01,,,2024,0,Germany,Europe,Mid-Market,EoP ARR,98722.85,2024
2054,12,CUST-00010,PROD-0008,2024-11-01,,,2024,1,Germany,Europe,Mid-Market,EoP ARR,98003.98,2024
2055,12,CUST-00010,PROD-0008,2024-12-01,,,2024,2,Germany,Europe,Mid-Market,EoP ARR,102003.69,2024
2056,12,CUST-00010,PROD-0008,2025-01-01,,,2024,3,Germany,Europe,Mid-Market,EoP ARR,88576.57,2025
2057,12,CUST-00010,PROD-0008,2025-02-01,,,2024,4,Germany,Europe,Mid-Market,EoP ARR,98819.98,2025
2058,12,CUST-00010,PROD-0008,2025-03-01,,,2024,5,Germany,Europe,Mid-Market,EoP ARR,97239.25,2025
2060,13,CUST-00010,PROD-0003,2024-10-01,,,2024,0,Germany,Europe,Mid-Market,EoP ARR,26396.25,2024
2061,13,CUST-00010,PROD-0003,2024-11-01,,,2024,1,Germany,Europe,Mid-Market,EoP ARR,22139.29,2024
2062,13,CUST-00010,PROD-0003,2024-12-01,,,2024,2,Germany,Europe,Mid-Market,EoP ARR,22650.29,2024
2063,13,CUST-00010,PROD-0003,2025-01-01,,,2024,3,Germany,Europe,Mid-Market,EoP ARR,24628.33,2025
2064,13,CUST-00010,PROD-0003,2025-02-01,,,2024,4,Germany,Europe,Mid-Market,EoP ARR,25015.89,2025
2065,13,CUST-00010,PROD-0003,2025-03-01,,,2024,5,Germany,Europe,Mid-Market,EoP ARR,22888.98,2025
2066,13,CUST-00010,PROD-0003,2025-04-01,,,2024,6,Germany,Europe,Mid-Market,EoP ARR,22331.56,2025
2067,13,CUST-00010,PROD-0003,2025-05-01,,,2024,7,Germany,Europe,Mid-Market,EoP ARR,26055.51,2025
2068,13,CUST-00010,PROD-0003,2025-06-01,,,2024,8,Germany,Europe,Mid-Market,EoP ARR,22942.2,2025
2069,13,CUST-00010,PROD-0003,2025-07-01,,,2024,9,Germany,Europe,Mid-Market,EoP ARR,24625.83,2025
2070,13,CUST-00010,PROD-0003,2025-08-01,,,2024,10,Germany,Europe,Mid-Market,EoP ARR,24746.01,2025
2072,14,CUST-00010,PROD-0004,2024-10-01,,,2024,0,Germany,Europe,Mid-Market,EoP ARR,70065.85,2024
2073,14,CUST-00010,PROD-0004,2024-11-01,,,2024,1,Germany,Europe,Mid-Market,EoP ARR,66623.48,2024
2074,14,CUST-00010,PROD-0004,2024-12-01,,,2024,2,Germany,Europe,Mid-Market,EoP ARR,65854.32,2024
2075,14,CUST-00010,PROD-0004,2025-01-01,,,2024,3,Germany,Europe,Mid-Market,EoP ARR,71511.36,2025
2076,14,CUST-00010,PROD-0004,2025-02-01,,,2024,4,Germany,Europe,Mid-Market,EoP ARR,66593.24,2025
2077,14,CUST-00010,PROD-0004,2025-03-01,,,2024,5,Germany,Europe,Mid-Market,EoP ARR,65921.4,2025
2078,14,CUST-00010,PROD-0004,2025-04-01,,,2024,6,Germany,Europe,Mid-Market,EoP ARR,64057.63,2025
2079,14,CUST-00010,PROD-0004,2025-05-01,,,2024,7,Germany,Europe,Mid-Market,EoP ARR,71176.26,2025
2080,14,CUST-00010,PROD-0004,2025-06-01,,,2024,8,Germany,Europe,Mid-Market,EoP ARR,68571.88,2025
2082,15,CUST-00011,PROD-0001,2024-01-01,,,2024,0,UK,Europe,Enterprise,EoP ARR,548845.14,2024
2083,15,CUST-00011,PROD-0001,2024-02-01,,,2024,1,UK,Europe,Enterprise,EoP ARR,456689.93,2024
2084,15,CUST-00011,PROD-0001,2024-03-01,,,2024,2,UK,Europe,Enterprise,EoP ARR,470659.83,2024
2085,15,CUST-00011,PROD-0001,2024-04-01,,,2024,3,UK,Europe,Enterprise,EoP ARR,475857.2,2024
2086,15,CUST-00011,PROD-0001,2024-05-01,,,2024,4,UK,Europe,Enterprise,EoP ARR,542570.17,2024
2087,15,CUST-00011,PROD-0001,2024-06-01,,,2024,5,UK,Europe,Enterprise,EoP ARR,537337.94,2024
2088,15,CUST-00011,PROD-0001,2024-07-01,,,2024,6,UK,Europe,Enterprise,EoP ARR,537178.77,2024
2089,15,CUST-00011,PROD-0001,2024-08-01,,,2024,7,UK,Europe,Enterprise,EoP ARR,486275.36,2024
2090,15,CUST-00011,PROD-0001,2024-09-01,,,2024,8,UK,Europe,Enterprise,EoP ARR,465126.79,2024
2091,15,CUST-00011,PROD-0001,2024-10-01,,,2024,9,UK,Europe,Enterprise,EoP ARR,532632.57,2024
2092,15,CUST-00011,PROD-0001,2024-11-01,,,2024,10,UK,Europe,Enterprise,EoP ARR,519630.18,2024
2093,15,CUST-00011,PROD-0001,2024-12-01,,,2024,11,UK,Europe,Enterprise,EoP ARR,510456.74,2024
2095,16,CUST-00012,PROD-0005,2024-04-01,,,2024,0,UK,Europe,SMB,EoP ARR,8340.44,2024
2096,16,CUST-00012,PROD-0005,2024-05-01,,,2024,1,UK,Europe,SMB,EoP ARR,9869.51,2024
2097,16,CUST-00012,PROD-0005,2024-06-01,,,2024,2,UK,Europe,SMB,EoP ARR,8395.84,2024
2099,17,CUST-00012,PROD-0009,2024-04-01,,,2024,0,UK,Europe,SMB,EoP ARR,7919.84,2024
2100,17,CUST-00012,PROD-0009,2024-05-01,,,2024,1,UK,Europe,SMB,EoP ARR,7703.4,2024
2101,17,CUST-00012,PROD-0009,2024-06-01,,,2024,2,UK,Europe,SMB,EoP ARR,6840.88,2024
2102,17,CUST-00012,PROD-0009,2024-07-01,,,2024,3,UK,Europe,SMB,EoP ARR,7026.49,2024
2103,17,CUST-00012,PROD-0009,2024-08-01,,,2024,4,UK,Europe,SMB,EoP ARR,6921.97,2024
2105,18,CUST-00012,PROD-0001,2024-04-01,,,2024,0,UK,Europe,SMB,EoP ARR,6044.37,2024
2106,18,CUST-00012,PROD-0001,2024-05-01,,,2024,1,UK,Europe,SMB,EoP ARR,5608.48,2024
2107,18,CUST-00012,PROD-0001,2024-06-01,,,2024,2,UK,Europe,SMB,EoP ARR,5872.83,2024
2108,18,CUST-00012,PROD-0001,2024-07-01,,,2024,3,UK,Europe,SMB,EoP ARR,6363.52,2024
2109,18,CUST-00012,PROD-0001,2024-08-01,,,2024,4,UK,Europe,SMB,EoP ARR,6293.79,2024
2110,18,CUST-00012,PROD-0001,2024-09-01,,,2024,5,UK,Europe,SMB,EoP ARR,5406.36,2024
2111,18,CUST-00012,PROD-0001,2024-10-01,,,2024,6,UK,Europe,SMB,EoP ARR,5796.36,2024
2112,18,CUST-00012,PROD-0001,2024-11-01,,,2024,7,UK,Europe,SMB,EoP ARR,5623.43,2024
2114,19,CUST-00013,PROD-0007,2024-09-01,,,2024,0,Canada,North America,Enterprise,EoP ARR,432590.44,2024
2115,19,CUST-00013,PROD-0007,2024-10-01,,,2024,1,Canada,North America,Enterprise,EoP ARR,395615.77,2024
2116,19,CUST-00013,PROD-0007,2024-11-01,,,2024,2,Canada,North America,Enterprise,EoP ARR,393858.32,2024
2118,20,CUST-00013,PROD-0009,2024-09-01,,,2024,0,Canada,North America,Enterprise,EoP ARR,109274.82,2024
2119,20,CUST-00013,PROD-0009,2024-10-01,,,2024,1,Canada,North America,Enterprise,EoP ARR,104176.75,2024
2120,20,CUST-00013,PROD-0009,2024-11-01,,,2024,2,Canada,North America,Enterprise,EoP ARR,93300.24,2024
2122,21,CUST-00014,PROD-0006,2024-06-01,,,2024,0,UK,Europe,Startup,EoP ARR,7212.66,2024
2123,21,CUST-00014,PROD-0006,2024-07-01,,,2024,1,UK,Europe,Startup,EoP ARR,6775.38,2024
2124,21,CUST-00014,PROD-0006,2024-08-01,,,2024,2,UK,Europe,Startup,EoP ARR,7063.23,2024
2125,21,CUST-00014,PROD-0006,2024-09-01,,,2024,3,UK,Europe,Startup,EoP ARR,7502.71,2024
2126,21,CUST-00014,PROD-0006,2024-10-01,,,2024,4,UK,Europe,Startup,EoP ARR,7641.08,2024
2127,21,CUST-00014,PROD-0006,2024-11-01,,,2024,5,UK,Europe,Startup,EoP ARR,7327.89,2024
2129,22,CUST-00014,PROD-0001,2024-06-01,,,2024,0,UK,Europe,Startup,EoP ARR,9543.66,2024
2130,22,CUST-00014,PROD-0001,2024-07-01,,,2024,1,UK,Europe,Startup,EoP ARR,9255.35,2024
2131,22,CUST-00014,PROD-0001,2024-08-01,,,2024,2,UK,Europe,Startup,EoP ARR,9378.47,2024
2132,22,CUST-00014,PROD-0001,2024-09-01,,,2024,3,UK,Europe,Startup,EoP ARR,7885.58,2024
2133,22,CUST-00014,PROD-0001,2024-10-01,,,2024,4,UK,Europe,Startup,EoP ARR,9126.03,2024
